x,y,name,color,xx,yy,line
-0.008109081,0.0134234205,Knight and Day,0,-0.013763312,-0.0083668195,0
0.0133432625,-0.012259435,Toshiyuki Morikawa,0,-0.013141271,-0.008098682,0
-0.012416682,0.015721664,A Man for All Seasons,0,-0.012315026,-0.00835543,0
-0.005619945,0.011614501,"The Good, the Bad, the Weird",0,-0.013892416,-0.008152291,0
-0.0067245997,0.010839138,Frankenstein,0,-0.01475367,-0.009593348,0
-0.0048049237,0.012533856,The Texas Chainsaw Massacre,0,-0.01475367,-0.009593348,0
0.012103602,-0.011720053,Wally Wingert,0,-0.01475367,-0.009593348,0
0.0077950107,-0.009806243,Patrick Stewart,0,-0.01475367,-0.009593348,0
-0.0042361366,0.0092899045,Wuthering Heights,0,-0.01475367,-0.009593348,0
-0.0076732873,0.011131221,Philadelphia,0,-0.01475367,-0.009593348,0
-0.0076801116,0.014480545,The Avengers,0,-0.014037185,-0.007943785,0
-0.010606097,0.013589957,Richard III,0,-0.012315026,-0.00835543,0
-0.007847924,0.01444735,Machete,0,-0.014234109,-0.008448136,0
-0.013238837,0.016433919,Patton,0,-0.01475367,-0.009593348,0
-0.012596316,0.018478692,Memoirs of a Geisha,0,-0.01475367,-0.009593348,0
-0.0038304802,0.011002639,Dragon Ball Z: Bojack Unbound,0,-0.013141271,-0.008098682,0
-0.006789471,0.0145646315,Tomorrow Never Dies,0,-0.01392077,-0.0085812,0
-0.011034186,0.015878798,Forrest Gump,0,-0.01475367,-0.009593348,0
-0.008903788,0.014705898,The Taking of Pelham 123,0,-0.01475367,-0.009593348,0
-0.00026843813,0.0081395,Eureka Seven,0,-0.013763312,-0.0083668195,0
-0.010946879,0.014588014,The Unbearable Lightness of Being,0,-0.01475367,-0.009593348,0
-0.007307693,0.013180485,Even Cowgirls Get the Blues,0,-0.01475367,-0.009593348,0
-0.010507827,0.014242843,Sabrina,0,-0.014327516,-0.008384039,0
-0.007370043,0.012963517,Hustle & Flow,0,-0.01475367,-0.009593348,0
0.00840129,-0.0090684835,Maurice LaMarche,0,-0.01475367,-0.009593348,0
-0.011766925,0.01761864,Amazing Grace,0,-0.01475367,-0.009593348,0
-0.008757121,0.013848582,Good Will Hunting,0,-0.01475367,-0.009593348,0
-0.012177661,0.015591274,From Here to Eternity,0,-0.01475367,-0.009593348,0
-0.009725171,0.014680568,Stalag 17,0,-0.014037185,-0.007943785,0
-0.009512725,0.01631544,Freddy vs. Jason,0,-0.01475367,-0.009593348,0
-0.004751746,0.012202401,Cars 2,0,-0.013141271,-0.008098682,0
-0.0061646453,0.010283542,Cobra,0,-0.01475367,-0.009593348,0
-0.007944309,0.014540465,Bedknobs and Broomsticks,0,-0.01475367,-0.009593348,0
-0.008810224,0.015651753,Madagascar,0,-0.01475367,-0.009593348,0
-0.009232968,0.015030388,Pinocchio,0,-0.01475367,-0.009593348,0
-0.009049923,0.013136672,The Flowers of War,0,-0.01398782,-0.008938108,0
-0.0029130601,0.012403957,Evangelion: 2.0 You Can (Not) Advance,0,-0.013763312,-0.0083668195,0
-0.008930179,0.014197021,The Help,0,-0.01475367,-0.009593348,0
-0.009453905,0.01313046,The Go-Between,0,-0.01475367,-0.009593348,0
-0.009022811,0.015216193,Three Kings,0,-0.01475367,-0.009593348,0
-0.009018013,0.014825118,Midnight's Children,0,-0.013128826,-0.0074949176,0
-0.0062214667,0.01190775,Zack and Miri Make a Porno,0,-0.01475367,-0.009593348,0
-0.0073818685,0.013120328,In the Name of the King: A Dungeon Siege Tale,0,-0.01475367,-0.009593348,0
-0.0076772277,0.013205597,The Country Girl,0,-0.01475367,-0.009593348,0
-0.010904322,0.01562354,Radio Days,0,-0.01475367,-0.009593348,0
-0.009752158,0.015937224,Harry Potter and the Philosopher's Stone,0,-0.01475367,-0.009593348,0
-0.0068655075,0.01409174,Ghost Rider: Spirit of Vengeance,0,-0.01475367,-0.009593348,0
-0.004780352,0.011969294,Summer Wars,0,-0.013141271,-0.008098682,0
-0.008687205,0.012569553,Elektra,0,-0.01475367,-0.009593348,0
-0.0063560535,0.010419064,Chicago,0,-0.014263249,-0.008743403,0
-0.0070114355,0.012795647,Vantage Point,0,-0.014234109,-0.008448136,0
-0.009785541,0.015315977,Ghostbusters,0,-0.01475367,-0.009593348,0
-0.0053826487,0.011927493,The Hangover Part II,0,-0.012771212,-0.0077699493,0
-0.011003702,0.018135065,Shrek the Third,0,-0.01475367,-0.009593348,0
-0.004075791,0.011685241,Mobile Suit Gundam SEED,0,-0.013873264,-0.008463146,0
-0.008200758,0.012682645,Rocky IV,0,-0.01475367,-0.009593348,0
-0.006825689,0.013709487,Funny People,0,-0.01475367,-0.009593348,0
-0.011195734,0.016436197,Blood Diamond,0,-0.01475367,-0.009593348,0
-0.009413943,0.014007481,A Prairie Home Companion,0,-0.01475367,-0.009593348,0
-0.009467207,0.015691234,Shanghai,0,-0.01475367,-0.009593348,0
-0.006126229,0.012957876,Swept Away,0,-0.014235295,-0.008582365,0
-0.008143061,0.013094958,Gigli,0,-0.01475367,-0.009593348,0
-0.009752761,0.015469133,Eat Pray Love,0,-0.014235295,-0.008582365,0
-0.01046325,0.013959958,Coming Home,0,-0.01475367,-0.009593348,0
-0.011989389,0.01780669,The Girl with the Dragon Tattoo,0,-0.01475367,-0.009593348,0
-0.009339175,0.014625817,Captain America: The First Avenger,0,-0.01475367,-0.009593348,0
-0.010055624,0.014947887,Marley & Me,0,-0.01475367,-0.009593348,0
-0.010042006,0.016642142,Batman,0,-0.014327516,-0.008384039,0
-0.006506244,0.011793513,Battlefield Earth,0,-0.01475367,-0.009593348,0
-0.009890501,0.014314026,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,-0.014037185,-0.007943785,0
-0.008475627,0.013457287,8 Women,0,-0.01475367,-0.009593348,0
-0.008712376,0.01436615,Anastasia,0,-0.014327516,-0.008384039,0
-0.009699536,0.015157216,The Pink Panther 2,0,-0.01475367,-0.009593348,0
-0.008738755,0.015794503,Hannibal,0,-0.014235295,-0.008582365,0
-0.0073098307,0.012715728,The Count of Monte Cristo,0,-0.01475367,-0.009593348,0
-0.004521157,0.010150344,Sherlock Holmes,0,-0.014327516,-0.008384039,0
-0.008502325,0.014582209,Away from Her,0,-0.01475367,-0.009593348,0
-0.008399162,0.0147539135,Green Lantern,0,-0.01475367,-0.009593348,0
-0.007941141,0.0142447855,Metropolis,0,-0.013763312,-0.0083668195,0
-0.008131304,0.013510458,The Savages,0,-0.01475367,-0.009593348,0
-0.011106135,0.013325552,Roman Holiday,0,-0.014235295,-0.008582365,0
-0.009260305,0.012398175,Breaking Away,0,-0.014327516,-0.008384039,0
-0.00814288,0.012897208,Volver,0,-0.014234109,-0.008448136,0
-0.008291945,0.01480202,Star Wars: The Clone Wars,0,-0.01475367,-0.009593348,0
-0.008638935,0.015258522,Cars,0,-0.014235295,-0.008582365,0
0.008764401,-0.0069405437,Judy Greer,0,-0.01475367,-0.009593348,0
-0.009371596,0.014822047,Fiddler on the Roof,0,-0.013033594,-0.009130335,0
-0.008471217,0.014700108,21 Jump Street,0,-0.01475367,-0.009593348,0
-0.009671555,0.016618066,The Mummy - Tomb of the Dragon Emperor,0,-0.01398782,-0.008938108,0
-0.010564139,0.015082524,Lethal Weapon 4,0,-0.01392077,-0.0085812,0
-0.0075911987,0.013900543,Ip Man,0,-0.01392077,-0.0085812,0
0.003423484,-0.0004266373,Susan Blu,0,-0.01475367,-0.009593348,0
-0.0047136946,0.011548567,The Believer,0,-0.01475367,-0.009593348,0
-0.0120232925,0.01612188,Fatal Attraction,0,-0.01475367,-0.009593348,0
-0.008843877,0.016027099,The Dark Knight,0,-0.014040449,-0.008240979,0
-0.008595817,0.013523093,Rachel Getting Married,0,-0.01475367,-0.009593348,0
-0.004247774,0.011627001,Sailor Moon S the Movie,0,-0.01475367,-0.009593348,0
-0.00804269,0.012939939,The Runaways,0,-0.01475367,-0.009593348,0
-0.009423796,0.014042161,Sunshine,0,-0.014327516,-0.008384039,0
-0.009174778,0.014428758,Iris,0,-0.01475367,-0.009593348,0
0.0057539856,-0.0033468194,Trevor Horn,0,-0.01475367,-0.009593348,0
-0.008723898,0.01372609,Gosford Park,0,-0.01475367,-0.009593348,0
-0.008638935,0.015258522,Cars,0,-0.012461068,-0.008152785,0
-0.009302256,0.013678419,The Life Aquatic with Steve Zissou,0,-0.01475367,-0.009593348,0
-0.009488453,0.012945351,Foreign Correspondent,0,-0.01475367,-0.009593348,0
-0.008014141,0.013542447,Sicko,0,-0.014327516,-0.008384039,0
-0.009292551,0.016525406,The Terminal,0,-0.01475367,-0.009593348,0
0.006697324,-0.0069434317,Minnie Driver,0,-0.01475367,-0.009593348,0
0.008950427,-0.0065144813,Scott McNeil,0,-0.01475367,-0.009593348,0
-0.0031792612,0.0068086027,We Have a Pope,0,-0.014327516,-0.008384039,0
-0.008607544,0.013725703,Enemy at the Gates,0,-0.01475367,-0.009593348,0
-0.010584304,0.015641807,Breakfast on Pluto,0,-0.01475367,-0.009593348,0
-0.0096964855,0.014891077,The Hurt Locker,0,-0.01475367,-0.009593348,0
-0.0076110153,0.015122363,Halloween,0,-0.01475367,-0.009593348,0
-0.012509077,0.017963476,Braveheart,0,-0.012315026,-0.00835543,0
-0.00707034,0.0147511205,Treasure Planet,0,-0.01475367,-0.009593348,0
-0.008502872,0.013608163,Meet the Fockers,0,-0.014234109,-0.008448136,0
-0.008502204,0.013299724,Get Carter,0,-0.01475367,-0.009593348,0
-0.010152408,0.016311705,Kingdom of Heaven,0,-0.013532395,-0.0077048456,0
-0.01014724,0.015996004,Independence Day,0,-0.01475367,-0.009593348,0
-0.007905358,0.014589012,Away We Go,0,-0.01475367,-0.009593348,0
-0.009411953,0.0155769,Splash,0,-0.01475367,-0.009593348,0
-0.010086007,0.016076446,Taking Woodstock,0,-0.01475367,-0.009593348,0
-0.0069616027,0.014295366,Haywire,0,-0.01475367,-0.009593348,0
0.010330178,-0.013095852,Jim Cummings,0,-0.01475367,-0.009593348,0
-0.0110121025,0.015911905,The Towering Inferno,0,-0.01475367,-0.009593348,0
-0.009764231,0.0131578315,Death on the Nile,0,-0.01475367,-0.009593348,0
-0.01059482,0.017047089,U-571,0,-0.01475367,-0.009593348,0
-0.009417031,0.014845749,The Opposite of Sex,0,-0.01475367,-0.009593348,0
-0.010718385,0.015350626,A Dangerous Method,0,-0.01475367,-0.009593348,0
0.0069748736,-0.008158766,Brian Drummond,0,-0.01475367,-0.009593348,0
-0.0046329484,0.0113826245,Pineapple Express,0,-0.01475367,-0.009593348,0
-0.010557863,0.015037027,The Alamo,0,-0.01475367,-0.009593348,0
-0.010466646,0.016390812,Inception,0,-0.014327516,-0.008384039,0
-0.0072851744,0.012841054,Lagaan: Once Upon a Time in India,0,-0.01475367,-0.009593348,0
-0.0090879975,0.014612702,City Slickers,0,-0.01475367,-0.009593348,0
-0.008441668,0.014769974,Unknown,0,-0.013314164,-0.008031187,0
-0.0077368417,0.013448166,Die Hard with a Vengeance,0,-0.012825645,-0.008546185,0
-0.010041092,0.015381207,Mao's Last Dancer,0,-0.014040449,-0.008240979,0
-0.008067904,0.013772076,The Jackal,0,-0.01475367,-0.009593348,0
-0.008601062,0.013607871,Me and Orson Welles,0,-0.01475367,-0.009593348,0
-0.012430606,0.016997105,A Very Long Engagement,0,-0.013763312,-0.0083668195,0
-0.010329237,0.016328178,Munich,0,-0.01475367,-0.009593348,0
-0.009479322,0.017873872,The Weather Man,0,-0.01475367,-0.009593348,0
-0.010547879,0.01604162,No Country for Old Men,0,-0.014234109,-0.008448136,0
-0.010307443,0.015029595,Breaking and Entering,0,-0.011823501,-0.0074649067,0
-0.010594145,0.017435867,Harry Potter and the Half-Blood Prince,0,-0.01475367,-0.009593348,0
-0.009219712,0.014311809,Going My Way,0,-0.01475367,-0.009593348,0
-0.008149219,0.015249624,The Illusionist,0,-0.01475367,-0.009593348,0
-0.0038326387,0.012088232,Case Closed: Captured in Her Eyes,0,-0.01475367,-0.009593348,0
-0.006579022,0.012612202,The Rum Diary,0,-0.014234109,-0.008448136,0
-0.009693568,0.016153123,1941,0,-0.013763312,-0.0083668195,0
-0.007311476,0.012999069,The Fifth Element,0,-0.01475367,-0.009593348,0
-0.00840273,0.01377856,The Pirate Movie,0,-0.01475367,-0.009593348,0
-0.009316937,0.013937297,Ragtime,0,-0.01475367,-0.009593348,0
-0.009536567,0.016142808,Changeling,0,-0.01475367,-0.009593348,0
-0.006789471,0.0145646315,Tomorrow Never Dies,0,-0.012249954,-0.0075086066,0
0.008853969,-0.010095669,Phil Hartman,0,-0.01475367,-0.009593348,0
-0.008863941,0.016072636,The League of Extraordinary Gentlemen,0,-0.014235295,-0.008582365,0
-0.012591045,0.018149983,Around the World in 80 Days,0,-0.014234109,-0.008448136,0
-0.009903498,0.015491014,Speed Racer,0,-0.01475367,-0.009593348,0
-0.006321545,0.01275115,Cinderella,0,-0.01475367,-0.009593348,0
-0.0075556296,0.01458023,The Village,0,-0.01475367,-0.009593348,0
0.008917402,-0.010750478,Emily Mortimer,0,-0.01475367,-0.009593348,0
-0.0093981745,0.016043149,Children of Men,0,-0.013763312,-0.0083668195,0
-0.0065213204,0.011353846,Shackleton,0,-0.01475367,-0.009593348,0
-0.00871456,0.014942708,Psycho,0,-0.01475367,-0.009593348,0
-0.010393917,0.0145655675,2046,0,-0.013141271,-0.008098682,0
-0.011869133,0.018858152,We Were Soldiers,0,-0.013540094,-0.008758918,0
-0.009555296,0.0149258,Bright Star,0,-0.014327516,-0.008384039,0
-0.009489341,0.014833148,Salt,0,-0.013892416,-0.008152291,0
-0.011989389,0.01780669,The Girl with the Dragon Tattoo,0,-0.01475367,-0.009593348,0
-0.011813028,0.015923442,Sophie's Choice,0,-0.01475367,-0.009593348,0
-0.009895964,0.014195039,Chaplin,0,-0.01475367,-0.009593348,0
-0.0111436015,0.016204923,Gladiator,0,-0.01475367,-0.009593348,0
-0.0072648693,0.012350368,The Lord of the Rings,0,-0.01475367,-0.009593348,0
-0.009705055,0.016760832,Thank You for Smoking,0,-0.01475367,-0.009593348,0
-0.0098056635,0.014986323,The Reader,0,-0.013772025,-0.008654627,0
-0.0093981745,0.016043149,Children of Men,0,-0.01475367,-0.009593348,0
-0.011579757,0.01717195,Black Hawk Down,0,-0.01475367,-0.009593348,0
-0.011346393,0.014818277,The Exorcist,0,-0.013532395,-0.0077048456,0
-0.009778842,0.013974934,Chungking Express,0,-0.01392077,-0.0085812,0
-0.0059332936,0.0115909055,Kal Ho Naa Ho,0,-0.013328469,-0.008775202,0
-0.0075906008,0.013983683,Body of Lies,0,-0.013532395,-0.0077048456,0
-0.009312543,0.016071662,The Dictator,0,-0.013532395,-0.0077048456,0
-0.007954603,0.01639677,The Water Horse: Legend of the Deep,0,-0.01475367,-0.009593348,0
-0.006989084,0.014176545,The Last Song,0,-0.01475367,-0.009593348,0
-0.011068771,0.015904674,The Last King of Scotland,0,-0.0136041185,-0.00786566,0
-0.009065377,0.015677806,Chicken Little,0,-0.01475367,-0.009593348,0
-0.008205391,0.012900761,Rocky V,0,-0.01475367,-0.009593348,0
-0.009439245,0.01568177,Young Frankenstein,0,-0.013763312,-0.0083668195,0
-0.008556897,0.0125392405,And the Band Played On,0,-0.01475367,-0.009593348,0
-0.0076450617,0.013019581,A Serious Man,0,-0.013033594,-0.009130335,0
-0.010264616,0.01699078,Amelia,0,-0.01475367,-0.009593348,0
-0.0046329484,0.0113826245,Pineapple Express,0,-0.01392077,-0.0085812,0
-0.006657327,0.010020402,Backstairs at the White House,0,-0.01475367,-0.009593348,0
-0.0105347885,0.015021881,The King's Speech,0,-0.01475367,-0.009593348,0
-0.008209669,0.014289028,G.I. Joe: The Rise of Cobra,0,-0.01475367,-0.009593348,0
-0.0074429694,0.013741122,For Your Consideration,0,-0.01475367,-0.009593348,0
-0.010212779,0.01576666,Persepolis,0,-0.013763312,-0.0083668195,0
-0.007890846,0.012467538,The Secret in Their Eyes,0,-0.014234109,-0.008448136,0
-0.009678516,0.015968889,Inkheart,0,-0.01475367,-0.009593348,0
-0.013213968,0.017104425,Gandhi,0,-0.01475367,-0.009593348,0
-0.009945453,0.014606488,Adaptation,0,-0.01475367,-0.009593348,0
-0.0053607672,0.01118531,Fahrenheit 9/11,0,-0.01475367,-0.009593348,0
-0.009640783,0.014020293,Gran Torino,0,-0.01475367,-0.009593348,0
-0.009875581,0.01568511,Dead Man Walking,0,-0.01475367,-0.009593348,0
-0.0031048267,0.007127551,The Host,0,-0.01475367,-0.009593348,0
-0.008021359,0.014179146,The Impossible,0,-0.014092177,-0.008158407,0
-0.0064761504,0.0141555,Anchorman: The Legend of Ron Burgundy,0,-0.014234109,-0.008448136,0
0.006680638,-0.0083537735,Mandy Patinkin,0,-0.01475367,-0.009593348,0
-0.012430606,0.016997105,A Very Long Engagement,0,-0.014327516,-0.008384039,0
-0.010006583,0.016639482,Team America: World Police,0,-0.01475367,-0.009593348,0
-0.008142787,0.014392363,Austin Powers: International Man of Mystery,0,-0.01475367,-0.009593348,0
-0.0036748482,0.010978057,Dragon Ball: Mystical Adventure,0,-0.013141271,-0.008098682,0
-0.00979697,0.015535973,Space Cowboys,0,-0.01475367,-0.009593348,0
